q_id,q_name,p_id,p_name,p_value,p_value_type
Q5345,Boris Sket,P106,occupation,zoologist,wikibase-item
Q5345,Boris Sket,P166,award received,Zois award,wikibase-item
Q5345,Boris Sket,P734,family name,Sket,wikibase-item
Q5345,Boris Sket,P1343,described by source,Obalky knih.cz,wikibase-item
Q5345,Boris Sket,P835,author citation (zoology),Sket,string
Q5345,Boris Sket,P1412,"languages spoken, written or signed",Slovene,wikibase-item
Q5345,Boris Sket,P5715,Academia.edu profile URL,https://independent.academia.edu/BorisSKET,url
Q5345,Boris Sket,P1889,different from,Boris Šket,wikibase-item
Q5351,Guillaume IX,P373,Commons category,William IX of Aquitaine,string
Q5351,Guillaume IX,P106,occupation,troubadour,wikibase-item
Q5351,Guillaume IX,P31,instance of,human,wikibase-item
Q5351,Guillaume IX,P735,given name,Guilhem,wikibase-item
Q5351,Guillaume IX,P1412,"languages spoken, written or signed",Old Occitan,wikibase-item
Q5351,Guillaume IX,P135,movement,troubadoric poetry,wikibase-item
Q5351,Guillaume IX,P53,family,Ramnulfids,wikibase-item
Q5351,Guillaume IX,P793,significant event,excommunication,wikibase-item
Q5351,Guillaume IX,P21,sex or gender,male,wikibase-item
Q5351,Guillaume IX,P119,place of burial,Church of Saint-Jean de Montierneuf,wikibase-item
Q5351,Guillaume IX,P607,conflict,Battle of Cutanda,wikibase-item
Q5351,Guillaume IX,P1343,described by source,Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q5351,Guillaume IX,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q5351,Guillaume IX,P451,unmarried partner,Dangereuse de L'Isle Bouchard,wikibase-item
Q5351,Guillaume IX,P6886,writing language,Old Occitan,wikibase-item
Q5362,Narcis Mršić,P31,instance of,human,wikibase-item
Q5362,Narcis Mršić,P21,sex or gender,male,wikibase-item
Q5362,Narcis Mršić,P106,occupation,biologist,wikibase-item
Q5362,Narcis Mršić,P735,given name,Narcis,wikibase-item
Q5362,Narcis Mršić,P1412,"languages spoken, written or signed",Slovene,wikibase-item
Q5362,Narcis Mršić,P734,family name,Mršić,wikibase-item
Q5363,Maria de Ventadorn,P106,occupation,trobairitz,wikibase-item
Q5363,Maria de Ventadorn,P31,instance of,human,wikibase-item
Q5363,Maria de Ventadorn,P21,sex or gender,female,wikibase-item
Q5363,Maria de Ventadorn,P735,given name,Marie,wikibase-item
Q5363,Maria de Ventadorn,P1412,"languages spoken, written or signed",Old Occitan,wikibase-item
Q5363,Maria de Ventadorn,P135,movement,medieval music,wikibase-item
Q5363,Maria de Ventadorn,P101,field of work,poetry,wikibase-item
Q5363,Maria de Ventadorn,P5008,on focus list of Wikimedia project,NL Gendergap maintenance,wikibase-item
Q5363,Maria de Ventadorn,P6886,writing language,Old Occitan,wikibase-item
Q5363,Maria de Ventadorn,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q5363,Maria de Ventadorn,P734,family name,de Ventadour,wikibase-item
Q5380,Robert de Boron,P31,instance of,human,wikibase-item
Q5380,Robert de Boron,P735,given name,Robert,wikibase-item
Q5380,Robert de Boron,P106,occupation,poet,wikibase-item
Q5380,Robert de Boron,P103,native language,French,wikibase-item
Q5380,Robert de Boron,P1412,"languages spoken, written or signed",French,wikibase-item
Q5380,Robert de Boron,P1343,described by source,Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q5380,Robert de Boron,P1472,Commons Creator page,Robert de Boron,string
Q5380,Robert de Boron,P373,Commons category,Robert de Boron,string
Q5380,Robert de Boron,P21,sex or gender,male,wikibase-item
Q5380,Robert de Boron,P6886,writing language,French,wikibase-item
Q5380,Robert de Boron,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q5380,Robert de Boron,P800,notable work,"Joseph d'Arimathie, ou le Roman de l'estoire dou Graal",wikibase-item
Q5383,David Bowie,P31,instance of,human,wikibase-item
Q5383,David Bowie,P358,discography,David Bowie discography,wikibase-item
Q5383,David Bowie,P373,Commons category,David Bowie,string
Q5383,David Bowie,P106,occupation,painter,wikibase-item
Q5383,David Bowie,P910,topic's main category,Category:David Bowie,wikibase-item
Q5383,David Bowie,P412,voice type,baritone,wikibase-item
Q5383,David Bowie,P735,given name,David,wikibase-item
Q5383,David Bowie,P166,award received,Rock and Roll Hall of Fame,wikibase-item
Q5383,David Bowie,P800,notable work,All the Young Dudes,wikibase-item
Q5383,David Bowie,P1303,instrument,saxophone,wikibase-item
Q5383,David Bowie,P136,genre,pop music,wikibase-item
Q5383,David Bowie,P937,work location,New York City,wikibase-item
Q5383,David Bowie,P138,named after,James Bowie,wikibase-item
Q5383,David Bowie,P264,record label,Iso (record label),wikibase-item
Q5383,David Bowie,P935,Commons gallery,David Bowie,string
